site_id,service_id,service_line,unit_id,unit_name,hour,predicted_occupancy,lower,upper,predicted_admissions,predicted_discharges,staffing_gap_hours,source_ids,classification,source_readiness
SITE_STOLLERY_INSPIRED,complex_care,Complex care,SITE_STOLLERY_INSPIRED_COMPLEX_CARE,Complex care unit,6,0.948,0.89,1.016,1,0,14.2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_STOLLERY_INSPIRED,complex_care,Complex care,SITE_STOLLERY_INSPIRED_COMPLEX_CARE,Complex care unit,12,0.942,0.881,1.013,2,1,14.6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_STOLLERY_INSPIRED,complex_care,Complex care,SITE_STOLLERY_INSPIRED_COMPLEX_CARE,Complex care unit,18,0.937,0.874,1.012,4,2,15.1,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_STOLLERY_INSPIRED,complex_care,Complex care,SITE_STOLLERY_INSPIRED_COMPLEX_CARE,Complex care unit,24,0.937,0.871,1.014,5,2,15.5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_STOLLERY_INSPIRED,complex_care,Complex care,SITE_STOLLERY_INSPIRED_COMPLEX_CARE,Complex care unit,48,0.967,0.89,1.057,10,4,17.4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_STOLLERY_INSPIRED,complex_care,Complex care,SITE_STOLLERY_INSPIRED_COMPLEX_CARE,Complex care unit,72,0.973,0.885,1.075,15,6,19.2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_STOLLERY_INSPIRED,short_stay,Short stay,SITE_STOLLERY_INSPIRED_SHORT_STAY,Short stay unit,0,0.839,0.784,0.904,0,0,3.4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_STOLLERY_INSPIRED,short_stay,Short stay,SITE_STOLLERY_INSPIRED_SHORT_STAY,Short stay unit,3,0.836,0.78,0.902,0,0,3.5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_STOLLERY_INSPIRED,short_stay,Short stay,SITE_STOLLERY_INSPIRED_SHORT_STAY,Short stay unit,6,0.833,0.775,0.901,1,0,3.5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_STOLLERY_INSPIRED,short_stay,Short stay,SITE_STOLLERY_INSPIRED_SHORT_STAY,Short stay unit,12,0.827,0.766,0.898,2,1,3.6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_STOLLERY_INSPIRED,short_stay,Short stay,SITE_STOLLERY_INSPIRED_SHORT_STAY,Short stay unit,18,0.824,0.761,0.898,3,2,3.7,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_STOLLERY_INSPIRED,short_stay,Short stay,SITE_STOLLERY_INSPIRED_SHORT_STAY,Short stay unit,24,0.825,0.759,0.902,4,2,3.9,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_STOLLERY_INSPIRED,short_stay,Short stay,SITE_STOLLERY_INSPIRED_SHORT_STAY,Short stay unit,48,0.857,0.78,0.947,8,4,4.3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_STOLLERY_INSPIRED,short_stay,Short stay,SITE_STOLLERY_INSPIRED_SHORT_STAY,Short stay unit,72,0.854,0.767,0.957,12,6,4.8,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_STOLLERY_INSPIRED,procedural_recovery,Procedural recovery,SITE_STOLLERY_INSPIRED_PROCEDURAL_RECOVERY,Procedural recovery unit,0,0.752,0.697,0.817,0,0,2.0,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,review
SITE_STOLLERY_INSPIRED,procedural_recovery,Procedural recovery,SITE_STOLLERY_INSPIRED_PROCEDURAL_RECOVERY,Procedural recovery unit,3,0.749,0.692,0.815,0,0,2.0,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,review
SITE_STOLLERY_INSPIRED,procedural_recovery,Procedural recovery,SITE_STOLLERY_INSPIRED_PROCEDURAL_RECOVERY,Procedural recovery unit,6,0.745,0.688,0.813,1,0,2.1,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,review
SITE_STOLLERY_INSPIRED,procedural_recovery,Procedural recovery,SITE_STOLLERY_INSPIRED_PROCEDURAL_RECOVERY,Procedural recovery unit,12,0.74,0.68,0.811,2,1,2.1,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,review
SITE_STOLLERY_INSPIRED,procedural_recovery,Procedural recovery,SITE_STOLLERY_INSPIRED_PROCEDURAL_RECOVERY,Procedural recovery unit,18,0.739,0.675,0.813,3,2,2.2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,review
SITE_STOLLERY_INSPIRED,procedural_recovery,Procedural recovery,SITE_STOLLERY_INSPIRED_PROCEDURAL_RECOVERY,Procedural recovery unit,24,0.741,0.675,0.819,4,2,2.3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,review
SITE_STOLLERY_INSPIRED,procedural_recovery,Procedural recovery,SITE_STOLLERY_INSPIRED_PROCEDURAL_RECOVERY,Procedural recovery unit,48,0.773,0.696,0.863,8,4,2.5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,review
SITE_STOLLERY_INSPIRED,procedural_recovery,Procedural recovery,SITE_STOLLERY_INSPIRED_PROCEDURAL_RECOVERY,Procedural recovery unit,72,0.762,0.674,0.865,12,6,2.8,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,review
SITE_ACH_INSPIRED,general_pediatrics,General pediatrics,SITE_ACH_INSPIRED_GENERAL_PEDIATRICS,General pediatrics unit,0,0.964,0.909,1.029,0,0,23.4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_ACH_INSPIRED,general_pediatrics,General pediatrics,SITE_ACH_INSPIRED_GENERAL_PEDIATRICS,General pediatrics unit,3,0.969,0.913,1.036,1,0,23.8,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_ACH_INSPIRED,general_pediatrics,General pediatrics,SITE_ACH_INSPIRED_GENERAL_PEDIATRICS,General pediatrics unit,6,0.974,0.916,1.042,2,1,24.2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_ACH_INSPIRED,general_pediatrics,General pediatrics,SITE_ACH_INSPIRED_GENERAL_PEDIATRICS,General pediatrics unit,12,0.981,0.921,1.053,4,2,25.0,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_ACH_INSPIRED,general_pediatrics,General pediatrics,SITE_ACH_INSPIRED_GENERAL_PEDIATRICS,General pediatrics unit,18,0.985,0.922,1.06,5,2,25.7,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_ACH_INSPIRED,general_pediatrics,General pediatrics,SITE_ACH_INSPIRED_GENERAL_PEDIATRICS,General pediatrics unit,24,0.985,0.919,1.062,7,3,26.5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_ACH_INSPIRED,general_pediatrics,General pediatrics,SITE_ACH_INSPIRED_GENERAL_PEDIATRICS,General pediatrics unit,48,0.966,0.89,1.057,14,6,29.6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_ACH_INSPIRED,general_pediatrics,General pediatrics,SITE_ACH_INSPIRED_GENERAL_PEDIATRICS,General pediatrics unit,72,0.993,0.905,1.096,21,9,32.8,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,ready
SITE_ACH_INSPIRED,respiratory,Respiratory,SITE_ACH_INSPIRED_RESPIRATORY,Respiratory unit,0,1.046,0.991,1.111,0,0,34.1,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,review
SITE_ACH_INSPIRED,respiratory,Respiratory,SITE_ACH_INSPIRED_RESPIRATORY,Respiratory unit,3,1.051,0.995,1.118,1,0,34.7,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,review
SITE_ACH_INSPIRED,respiratory,Respiratory,SITE_ACH_INSPIRED_RESPIRATORY,Respiratory unit,6,1.056,0.998,1.124,2,1,35.2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,review
SITE_ACH_INSPIRED,respiratory,Respiratory,SITE_ACH_INSPIRED_RESPIRATORY,Respiratory unit,12,1.063,1.002,1.134,4,2,36.4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,review
SITE_ACH_INSPIRED,respiratory,Respiratory,SITE_ACH_INSPIRED_RESPIRATORY,Respiratory unit,18,1.065,1.002,1.14,5,2,37.5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,review
SITE_ACH_INSPIRED,respiratory,Respiratory,SITE_ACH_INSPIRED_RESPIRATORY,Respiratory unit,24,1.064,0.998,1.141,7,3,38.6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,review
SITE_ACH_INSPIRED,respiratory,Respiratory,SITE_ACH_INSPIRED_RESPIRATORY,Respiratory unit,48,1.051,0.974,1.142,14,6,43.2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION",modelled,review
