referral_triage_id,site_id,program,week_start_date,new_referrals,urgent_referrals,triage_turnaround_median_days,referral_completeness_pct,duplicate_referral_count_synth,synthetic_demo
REF_SITE_PROV_NETWORK_mental_health_013,SITE_PROV_NETWORK,mental_health,2026-04-06,13,3,0.5,0.883,0,True
REF_SITE_PROV_NETWORK_mental_health_014,SITE_PROV_NETWORK,mental_health,2026-04-13,31,6,1.7,0.883,0,True
REF_SITE_PROV_NETWORK_mental_health_015,SITE_PROV_NETWORK,mental_health,2026-04-20,17,1,3.4,0.884,0,True
REF_SITE_PROV_NETWORK_mental_health_016,SITE_PROV_NETWORK,mental_health,2026-04-27,24,3,1.0,0.865,0,True
REF_SITE_PROV_NETWORK_diagnostic_procedures_000,SITE_PROV_NETWORK,diagnostic_procedures,2026-01-05,17,1,2.4,0.895,0,True
REF_SITE_PROV_NETWORK_diagnostic_procedures_001,SITE_PROV_NETWORK,diagnostic_procedures,2026-01-12,17,3,1.0,0.883,1,True
REF_SITE_PROV_NETWORK_diagnostic_procedures_002,SITE_PROV_NETWORK,diagnostic_procedures,2026-01-19,23,6,1.1,0.878,0,True
REF_SITE_PROV_NETWORK_diagnostic_procedures_003,SITE_PROV_NETWORK,diagnostic_procedures,2026-01-26,18,2,0.9,0.953,0,True
REF_SITE_PROV_NETWORK_diagnostic_procedures_004,SITE_PROV_NETWORK,diagnostic_procedures,2026-02-02,25,6,2.1,0.893,1,True
REF_SITE_PROV_NETWORK_diagnostic_procedures_005,SITE_PROV_NETWORK,diagnostic_procedures,2026-02-09,21,6,5.3,0.802,0,True
REF_SITE_PROV_NETWORK_diagnostic_procedures_006,SITE_PROV_NETWORK,diagnostic_procedures,2026-02-16,16,1,2.2,0.977,1,True
REF_SITE_PROV_NETWORK_diagnostic_procedures_007,SITE_PROV_NETWORK,diagnostic_procedures,2026-02-23,24,6,0.6,0.929,0,True
REF_SITE_PROV_NETWORK_diagnostic_procedures_008,SITE_PROV_NETWORK,diagnostic_procedures,2026-03-02,20,2,3.3,0.864,0,True
REF_SITE_PROV_NETWORK_diagnostic_procedures_009,SITE_PROV_NETWORK,diagnostic_procedures,2026-03-09,20,3,2.8,0.906,0,True
REF_SITE_PROV_NETWORK_diagnostic_procedures_010,SITE_PROV_NETWORK,diagnostic_procedures,2026-03-16,24,3,1.7,0.903,0,True
REF_SITE_PROV_NETWORK_diagnostic_procedures_011,SITE_PROV_NETWORK,diagnostic_procedures,2026-03-23,23,4,1.0,0.966,0,True
REF_SITE_PROV_NETWORK_diagnostic_procedures_012,SITE_PROV_NETWORK,diagnostic_procedures,2026-03-30,22,4,1.5,0.935,0,True
REF_SITE_PROV_NETWORK_diagnostic_procedures_013,SITE_PROV_NETWORK,diagnostic_procedures,2026-04-06,18,3,3.6,0.955,0,True
REF_SITE_PROV_NETWORK_diagnostic_procedures_014,SITE_PROV_NETWORK,diagnostic_procedures,2026-04-13,21,4,1.9,0.828,1,True
REF_SITE_PROV_NETWORK_diagnostic_procedures_015,SITE_PROV_NETWORK,diagnostic_procedures,2026-04-20,24,2,0.0,0.922,0,True
REF_SITE_PROV_NETWORK_diagnostic_procedures_016,SITE_PROV_NETWORK,diagnostic_procedures,2026-04-27,24,6,3.4,0.887,0,True
