waitlist_snapshot_id,site_id,program,week_start_date,waitlist_total,waitlist_over_target,median_wait_days,p90_wait_days,third_next_available_days,urgent_breach_risk,synthetic_demo
WAIT_SITE_PROV_NETWORK_mental_health_001,SITE_PROV_NETWORK,mental_health,2026-01-12,217,121,56,100,42,0.359,True
WAIT_SITE_PROV_NETWORK_mental_health_002,SITE_PROV_NETWORK,mental_health,2026-01-19,207,110,49,88,37,0.336,True
WAIT_SITE_PROV_NETWORK_mental_health_003,SITE_PROV_NETWORK,mental_health,2026-01-26,186,83,29,52,22,0.25,True
WAIT_SITE_PROV_NETWORK_mental_health_004,SITE_PROV_NETWORK,mental_health,2026-02-02,176,83,52,93,39,0.275,True
WAIT_SITE_PROV_NETWORK_mental_health_005,SITE_PROV_NETWORK,mental_health,2026-02-09,169,99,78,139,58,0.386,True
WAIT_SITE_PROV_NETWORK_mental_health_006,SITE_PROV_NETWORK,mental_health,2026-02-16,158,75,39,69,29,0.28,True
WAIT_SITE_PROV_NETWORK_mental_health_007,SITE_PROV_NETWORK,mental_health,2026-02-23,149,65,32,57,24,0.241,True
WAIT_SITE_PROV_NETWORK_mental_health_008,SITE_PROV_NETWORK,mental_health,2026-03-02,138,70,44,79,33,0.314,True
WAIT_SITE_PROV_NETWORK_mental_health_009,SITE_PROV_NETWORK,mental_health,2026-03-09,119,46,40,72,30,0.194,True
WAIT_SITE_PROV_NETWORK_mental_health_010,SITE_PROV_NETWORK,mental_health,2026-03-16,123,65,59,105,44,0.333,True
WAIT_SITE_PROV_NETWORK_mental_health_011,SITE_PROV_NETWORK,mental_health,2026-03-23,130,59,35,62,26,0.254,True
WAIT_SITE_PROV_NETWORK_mental_health_012,SITE_PROV_NETWORK,mental_health,2026-03-30,130,70,54,96,40,0.345,True
WAIT_SITE_PROV_NETWORK_mental_health_013,SITE_PROV_NETWORK,mental_health,2026-04-06,121,59,41,74,31,0.288,True
WAIT_SITE_PROV_NETWORK_mental_health_014,SITE_PROV_NETWORK,mental_health,2026-04-13,118,44,22,40,17,0.178,True
WAIT_SITE_PROV_NETWORK_mental_health_015,SITE_PROV_NETWORK,mental_health,2026-04-20,110,47,44,79,33,0.233,True
WAIT_SITE_PROV_NETWORK_mental_health_016,SITE_PROV_NETWORK,mental_health,2026-04-27,103,37,32,57,24,0.162,True
WAIT_SITE_PROV_NETWORK_diagnostic_procedures_000,SITE_PROV_NETWORK,diagnostic_procedures,2026-01-05,69,19,8,14,6,0.079,True
WAIT_SITE_PROV_NETWORK_diagnostic_procedures_001,SITE_PROV_NETWORK,diagnostic_procedures,2026-01-12,48,13,5,10,4,0.071,True
WAIT_SITE_PROV_NETWORK_diagnostic_procedures_002,SITE_PROV_NETWORK,diagnostic_procedures,2026-01-19,50,17,28,50,21,0.142,True
WAIT_SITE_PROV_NETWORK_diagnostic_procedures_003,SITE_PROV_NETWORK,diagnostic_procedures,2026-01-26,36,8,16,28,12,0.033,True
WAIT_SITE_PROV_NETWORK_diagnostic_procedures_004,SITE_PROV_NETWORK,diagnostic_procedures,2026-02-02,36,9,14,26,11,0.065,True
WAIT_SITE_PROV_NETWORK_diagnostic_procedures_005,SITE_PROV_NETWORK,diagnostic_procedures,2026-02-09,40,12,17,31,13,0.122,True
WAIT_SITE_PROV_NETWORK_diagnostic_procedures_006,SITE_PROV_NETWORK,diagnostic_procedures,2026-02-16,39,12,14,26,11,0.118,True
WAIT_SITE_PROV_NETWORK_diagnostic_procedures_007,SITE_PROV_NETWORK,diagnostic_procedures,2026-02-23,29,7,5,10,3,0.051,True
WAIT_SITE_PROV_NETWORK_diagnostic_procedures_008,SITE_PROV_NETWORK,diagnostic_procedures,2026-03-02,15,3,5,10,3,0.035,True
WAIT_SITE_PROV_NETWORK_diagnostic_procedures_009,SITE_PROV_NETWORK,diagnostic_procedures,2026-03-09,0,0,5,10,3,0.015,True
WAIT_SITE_PROV_NETWORK_diagnostic_procedures_010,SITE_PROV_NETWORK,diagnostic_procedures,2026-03-16,3,0,8,14,6,0.0,True
WAIT_SITE_PROV_NETWORK_diagnostic_procedures_011,SITE_PROV_NETWORK,diagnostic_procedures,2026-03-23,5,1,5,10,3,0.006,True
WAIT_SITE_PROV_NETWORK_diagnostic_procedures_012,SITE_PROV_NETWORK,diagnostic_procedures,2026-03-30,2,0,5,10,3,0.001,True
WAIT_SITE_PROV_NETWORK_diagnostic_procedures_013,SITE_PROV_NETWORK,diagnostic_procedures,2026-04-06,0,0,10,19,8,0.0,True
WAIT_SITE_PROV_NETWORK_diagnostic_procedures_014,SITE_PROV_NETWORK,diagnostic_procedures,2026-04-13,0,0,5,10,3,0.0,True
WAIT_SITE_PROV_NETWORK_diagnostic_procedures_015,SITE_PROV_NETWORK,diagnostic_procedures,2026-04-20,2,0,5,10,3,0.0,True
WAIT_SITE_PROV_NETWORK_diagnostic_procedures_016,SITE_PROV_NETWORK,diagnostic_procedures,2026-04-27,0,0,6,12,5,0.0,True
