clinic_template_capacity_id,site_id,program,week_start_date,slots_available,slots_booked,completed_visits,no_show_rate,late_cancel_rate,virtual_share,new_visit_share,synthetic_demo
SLOT_SITE_PROV_NETWORK_surgery_followup_014,SITE_PROV_NETWORK,surgery_followup,2026-04-13,39,41,36,0.075,0.07,0.259,0.434,True
SLOT_SITE_PROV_NETWORK_surgery_followup_015,SITE_PROV_NETWORK,surgery_followup,2026-04-20,19,19,18,0.05,0.032,0.256,0.509,True
SLOT_SITE_PROV_NETWORK_surgery_followup_016,SITE_PROV_NETWORK,surgery_followup,2026-04-27,40,43,37,0.075,0.048,0.187,0.324,True
SLOT_SITE_PROV_NETWORK_oncology_survivorship_000,SITE_PROV_NETWORK,oncology_survivorship,2026-01-05,40,42,37,0.064,0.055,0.181,0.339,True
SLOT_SITE_PROV_NETWORK_oncology_survivorship_001,SITE_PROV_NETWORK,oncology_survivorship,2026-01-12,29,31,26,0.088,0.028,0.199,0.47,True
SLOT_SITE_PROV_NETWORK_oncology_survivorship_002,SITE_PROV_NETWORK,oncology_survivorship,2026-01-19,23,24,21,0.079,0.02,0.224,0.473,True
SLOT_SITE_PROV_NETWORK_oncology_survivorship_003,SITE_PROV_NETWORK,oncology_survivorship,2026-01-26,32,33,30,0.058,0.03,0.184,0.565,True
SLOT_SITE_PROV_NETWORK_oncology_survivorship_004,SITE_PROV_NETWORK,oncology_survivorship,2026-02-02,20,21,19,0.064,0.065,0.272,0.391,True
SLOT_SITE_PROV_NETWORK_oncology_survivorship_005,SITE_PROV_NETWORK,oncology_survivorship,2026-02-09,28,31,25,0.117,0.02,0.238,0.424,True
SLOT_SITE_PROV_NETWORK_oncology_survivorship_006,SITE_PROV_NETWORK,oncology_survivorship,2026-02-16,33,35,30,0.079,0.063,0.278,0.514,True
SLOT_SITE_PROV_NETWORK_oncology_survivorship_007,SITE_PROV_NETWORK,oncology_survivorship,2026-02-23,39,40,37,0.046,0.021,0.176,0.373,True
SLOT_SITE_PROV_NETWORK_oncology_survivorship_008,SITE_PROV_NETWORK,oncology_survivorship,2026-03-02,38,40,35,0.079,0.027,0.281,0.372,True
SLOT_SITE_PROV_NETWORK_oncology_survivorship_009,SITE_PROV_NETWORK,oncology_survivorship,2026-03-09,38,39,36,0.046,0.046,0.223,0.462,True
SLOT_SITE_PROV_NETWORK_oncology_survivorship_010,SITE_PROV_NETWORK,oncology_survivorship,2026-03-16,28,29,26,0.058,0.031,0.156,0.469,True
SLOT_SITE_PROV_NETWORK_oncology_survivorship_011,SITE_PROV_NETWORK,oncology_survivorship,2026-03-23,20,21,18,0.087,0.006,0.287,0.347,True
SLOT_SITE_PROV_NETWORK_oncology_survivorship_012,SITE_PROV_NETWORK,oncology_survivorship,2026-03-30,34,36,32,0.068,0.048,0.248,0.37,True
SLOT_SITE_PROV_NETWORK_oncology_survivorship_013,SITE_PROV_NETWORK,oncology_survivorship,2026-04-06,40,43,37,0.084,0.086,0.256,0.337,True
SLOT_SITE_PROV_NETWORK_oncology_survivorship_014,SITE_PROV_NETWORK,oncology_survivorship,2026-04-13,37,39,34,0.071,0.042,0.261,0.489,True
SLOT_SITE_PROV_NETWORK_oncology_survivorship_015,SITE_PROV_NETWORK,oncology_survivorship,2026-04-20,38,42,32,0.145,0.004,0.213,0.313,True
SLOT_SITE_PROV_NETWORK_oncology_survivorship_016,SITE_PROV_NETWORK,oncology_survivorship,2026-04-27,31,32,30,0.046,0.065,0.244,0.479,True
SLOT_SITE_PROV_NETWORK_complex_care_000,SITE_PROV_NETWORK,complex_care,2026-01-05,19,20,17,0.083,0.036,0.163,0.415,True
SLOT_SITE_PROV_NETWORK_complex_care_001,SITE_PROV_NETWORK,complex_care,2026-01-12,40,44,34,0.151,0.006,0.208,0.433,True
SLOT_SITE_PROV_NETWORK_complex_care_002,SITE_PROV_NETWORK,complex_care,2026-01-19,32,33,30,0.049,0.024,0.259,0.486,True
SLOT_SITE_PROV_NETWORK_complex_care_003,SITE_PROV_NETWORK,complex_care,2026-01-26,30,32,28,0.081,0.032,0.213,0.384,True
SLOT_SITE_PROV_NETWORK_complex_care_004,SITE_PROV_NETWORK,complex_care,2026-02-02,29,32,26,0.115,0.025,0.154,0.398,True
SLOT_SITE_PROV_NETWORK_complex_care_005,SITE_PROV_NETWORK,complex_care,2026-02-09,34,36,32,0.07,0.047,0.142,0.483,True
SLOT_SITE_PROV_NETWORK_complex_care_006,SITE_PROV_NETWORK,complex_care,2026-02-16,25,26,24,0.043,0.066,0.278,0.468,True
SLOT_SITE_PROV_NETWORK_complex_care_007,SITE_PROV_NETWORK,complex_care,2026-02-23,38,40,35,0.074,0.048,0.172,0.269,True
SLOT_SITE_PROV_NETWORK_complex_care_008,SITE_PROV_NETWORK,complex_care,2026-03-02,28,29,26,0.066,0.03,0.201,0.477,True
SLOT_SITE_PROV_NETWORK_complex_care_009,SITE_PROV_NETWORK,complex_care,2026-03-09,24,25,22,0.065,0.036,0.278,0.497,True
SLOT_SITE_PROV_NETWORK_complex_care_010,SITE_PROV_NETWORK,complex_care,2026-03-16,23,25,19,0.189,0.06,0.093,0.414,True
SLOT_SITE_PROV_NETWORK_complex_care_011,SITE_PROV_NETWORK,complex_care,2026-03-23,33,34,32,0.045,0.085,0.292,0.354,True
SLOT_SITE_PROV_NETWORK_complex_care_012,SITE_PROV_NETWORK,complex_care,2026-03-30,29,30,27,0.053,0.043,0.117,0.532,True
SLOT_SITE_PROV_NETWORK_complex_care_013,SITE_PROV_NETWORK,complex_care,2026-04-06,20,20,19,0.039,0.053,0.191,0.464,True
SLOT_SITE_PROV_NETWORK_complex_care_014,SITE_PROV_NETWORK,complex_care,2026-04-13,25,26,24,0.053,0.041,0.22,0.554,True
SLOT_SITE_PROV_NETWORK_complex_care_015,SITE_PROV_NETWORK,complex_care,2026-04-20,29,31,27,0.085,0.048,0.228,0.47,True
SLOT_SITE_PROV_NETWORK_complex_care_016,SITE_PROV_NETWORK,complex_care,2026-04-27,22,23,20,0.077,0.045,0.171,0.444,True
SLOT_SITE_PROV_NETWORK_mental_health_000,SITE_PROV_NETWORK,mental_health,2026-01-05,34,38,29,0.134,0.035,0.176,0.543,True
SLOT_SITE_PROV_NETWORK_mental_health_001,SITE_PROV_NETWORK,mental_health,2026-01-12,34,38,30,0.125,0.028,0.189,0.407,True
SLOT_SITE_PROV_NETWORK_mental_health_002,SITE_PROV_NETWORK,mental_health,2026-01-19,32,34,30,0.068,0.023,0.235,0.387,True
SLOT_SITE_PROV_NETWORK_mental_health_003,SITE_PROV_NETWORK,mental_health,2026-01-26,41,42,39,0.041,0.024,0.193,0.396,True
SLOT_SITE_PROV_NETWORK_mental_health_004,SITE_PROV_NETWORK,mental_health,2026-02-02,37,41,33,0.121,0.027,0.173,0.346,True
SLOT_SITE_PROV_NETWORK_mental_health_005,SITE_PROV_NETWORK,mental_health,2026-02-09,23,25,19,0.161,0.031,0.258,0.405,True
SLOT_SITE_PROV_NETWORK_mental_health_006,SITE_PROV_NETWORK,mental_health,2026-02-16,36,39,32,0.109,0.056,0.192,0.58,True
SLOT_SITE_PROV_NETWORK_mental_health_007,SITE_PROV_NETWORK,mental_health,2026-02-23,37,41,30,0.189,0.024,0.193,0.372,True
SLOT_SITE_PROV_NETWORK_mental_health_008,SITE_PROV_NETWORK,mental_health,2026-03-02,26,29,23,0.116,0.035,0.263,0.409,True
SLOT_SITE_PROV_NETWORK_mental_health_009,SITE_PROV_NETWORK,mental_health,2026-03-09,35,36,33,0.046,0.11,0.2,0.507,True
SLOT_SITE_PROV_NETWORK_mental_health_010,SITE_PROV_NETWORK,mental_health,2026-03-16,22,24,19,0.121,0.012,0.27,0.381,True
SLOT_SITE_PROV_NETWORK_mental_health_011,SITE_PROV_NETWORK,mental_health,2026-03-23,29,32,25,0.141,0.032,0.261,0.416,True
SLOT_SITE_PROV_NETWORK_mental_health_012,SITE_PROV_NETWORK,mental_health,2026-03-30,22,23,20,0.081,0.049,0.291,0.445,True
SLOT_SITE_PROV_NETWORK_mental_health_013,SITE_PROV_NETWORK,mental_health,2026-04-06,24,26,22,0.089,0.043,0.232,0.334,True
SLOT_SITE_PROV_NETWORK_mental_health_014,SITE_PROV_NETWORK,mental_health,2026-04-13,39,43,34,0.116,0.03,0.18,0.383,True
SLOT_SITE_PROV_NETWORK_mental_health_015,SITE_PROV_NETWORK,mental_health,2026-04-20,27,29,25,0.083,0.047,0.221,0.444,True
SLOT_SITE_PROV_NETWORK_mental_health_016,SITE_PROV_NETWORK,mental_health,2026-04-27,34,37,31,0.089,0.008,0.286,0.377,True
SLOT_SITE_PROV_NETWORK_diagnostic_procedures_000,SITE_PROV_NETWORK,diagnostic_procedures,2026-01-05,41,44,38,0.075,0.055,0.075,0.44,True
SLOT_SITE_PROV_NETWORK_diagnostic_procedures_001,SITE_PROV_NETWORK,diagnostic_procedures,2026-01-12,40,41,38,0.046,0.008,0.064,0.525,True
SLOT_SITE_PROV_NETWORK_diagnostic_procedures_002,SITE_PROV_NETWORK,diagnostic_procedures,2026-01-19,25,28,21,0.169,0.06,0.069,0.267,True
SLOT_SITE_PROV_NETWORK_diagnostic_procedures_003,SITE_PROV_NETWORK,diagnostic_procedures,2026-01-26,34,36,32,0.064,0.005,0.087,0.464,True
SLOT_SITE_PROV_NETWORK_diagnostic_procedures_004,SITE_PROV_NETWORK,diagnostic_procedures,2026-02-02,27,29,25,0.092,0.025,0.1,0.406,True
SLOT_SITE_PROV_NETWORK_diagnostic_procedures_005,SITE_PROV_NETWORK,diagnostic_procedures,2026-02-09,19,20,17,0.104,0.027,0.077,0.613,True
SLOT_SITE_PROV_NETWORK_diagnostic_procedures_006,SITE_PROV_NETWORK,diagnostic_procedures,2026-02-16,20,22,17,0.125,0.022,0.061,0.374,True
SLOT_SITE_PROV_NETWORK_diagnostic_procedures_007,SITE_PROV_NETWORK,diagnostic_procedures,2026-02-23,38,41,34,0.094,0.022,0.072,0.425,True
SLOT_SITE_PROV_NETWORK_diagnostic_procedures_008,SITE_PROV_NETWORK,diagnostic_procedures,2026-03-02,37,40,34,0.093,0.057,0.088,0.363,True
SLOT_SITE_PROV_NETWORK_diagnostic_procedures_009,SITE_PROV_NETWORK,diagnostic_procedures,2026-03-09,37,38,35,0.045,0.022,0.069,0.463,True
SLOT_SITE_PROV_NETWORK_diagnostic_procedures_010,SITE_PROV_NETWORK,diagnostic_procedures,2026-03-16,23,25,21,0.088,0.061,0.073,0.481,True
SLOT_SITE_PROV_NETWORK_diagnostic_procedures_011,SITE_PROV_NETWORK,diagnostic_procedures,2026-03-23,23,25,21,0.094,0.026,0.071,0.315,True
SLOT_SITE_PROV_NETWORK_diagnostic_procedures_012,SITE_PROV_NETWORK,diagnostic_procedures,2026-03-30,27,28,25,0.067,0.073,0.083,0.556,True
SLOT_SITE_PROV_NETWORK_diagnostic_procedures_013,SITE_PROV_NETWORK,diagnostic_procedures,2026-04-06,30,33,20,0.107,0.069,0.057,0.418,True
SLOT_SITE_PROV_NETWORK_diagnostic_procedures_014,SITE_PROV_NETWORK,diagnostic_procedures,2026-04-13,27,28,21,0.07,0.029,0.135,0.459,True
SLOT_SITE_PROV_NETWORK_diagnostic_procedures_015,SITE_PROV_NETWORK,diagnostic_procedures,2026-04-20,24,25,22,0.063,0.021,0.051,0.41,True
SLOT_SITE_PROV_NETWORK_diagnostic_procedures_016,SITE_PROV_NETWORK,diagnostic_procedures,2026-04-27,27,27,26,0.027,0.057,0.039,0.308,True
